issues foot,'issu' <-> 'foot'
leg is a little hypersensitivity,'leg' <3> 'littl' <-> 'hypersensit'
trauma leg,'trauma' <-> 'leg'
trauma in my leg,'trauma' <3> 'leg'
trauma in leg,'trauma' <2> 'leg'
leg trauma,'leg' <-> 'trauma'
leg is trauma,'leg' <2> 'trauma'
leg is in trauma,'leg' <3> 'trauma'
leg is a little trauma,'leg' <3> 'littl' <-> 'trauma'
inflammation leg,'inflamm' <-> 'leg'
inflammation in my leg,'inflamm' <3> 'leg'
inflammation in leg,'inflamm' <2> 'leg'
leg inflammation,'leg' <-> 'inflamm'
leg is inflammation,'leg' <2> 'inflamm'
leg is in inflammation,'leg' <3> 'inflamm'
leg is a little inflammation,'leg' <3> 'littl' <-> 'inflamm'
avulsion leg,'avuls' <-> 'leg'
avulsion in my leg,'avuls' <3> 'leg'
avulsion in leg,'avuls' <2> 'leg'
leg avulsion,'leg' <-> 'avuls'
leg is avulsion,'leg' <2> 'avuls'
leg is in avulsion,'leg' <3> 'avuls'
leg is a little avulsion,'leg' <3> 'littl' <-> 'avuls'
plaque leg,'plaqu' <-> 'leg'
plaque in my leg,'plaqu' <3> 'leg'
plaque in leg,'plaqu' <2> 'leg'
leg plaque,'leg' <-> 'plaqu'
leg is plaque,'leg' <2> 'plaqu'
leg is in plaque,'leg' <3> 'plaqu'
leg is a little plaque,'leg' <3> 'littl' <-> 'plaqu'
tingling leg,'tingl' <-> 'leg'
tingling in my leg,'tingl' <3> 'leg'
tingling in leg,'tingl' <2> 'leg'
leg tingling,'leg' <-> 'tingl'
leg is tingling,'leg' <2> 'tingl'
leg is in tingling,'leg' <3> 'tingl'
leg is a little tingling,'leg' <3> 'littl' <-> 'tingl'
discomfort leg,'discomfort' <-> 'leg'
discomfort in my leg,'discomfort' <3> 'leg'
discomfort in leg,'discomfort' <2> 'leg'
leg discomfort,'leg' <-> 'discomfort'
leg is discomfort,'leg' <2> 'discomfort'
leg is in discomfort,'leg' <3> 'discomfort'
leg is a little discomfort,'leg' <3> 'littl' <-> 'discomfort'
oedema leg,'oedema' <-> 'leg'
oedema in my leg,'oedema' <3> 'leg'
oedema in leg,'oedema' <2> 'leg'
leg oedema,'leg' <-> 'oedema'
leg is oedema,'leg' <2> 'oedema'
leg is in oedema,'leg' <3> 'oedema'
leg is a little oedema,'leg' <3> 'littl' <-> 'oedema'
burning leg,'burn' <-> 'leg'
burning in my leg,'burn' <3> 'leg'
burning in leg,'burn' <2> 'leg'
leg burning,'leg' <-> 'burn'
leg is burning,'leg' <2> 'burn'
leg is in burning,'leg' <3> 'burn'
leg is a little burning,'leg' <3> 'littl' <-> 'burn'
macule leg,'macul' <-> 'leg'
macule in my leg,'macul' <3> 'leg'
macule in leg,'macul' <2> 'leg'
leg macule,'leg' <-> 'macul'
leg is macule,'leg' <2> 'macul'
leg is in macule,'leg' <3> 'macul'
leg is a little macule,'leg' <3> 'littl' <-> 'macul'
tight leg,'tight' <-> 'leg'
tight in my leg,'tight' <3> 'leg'
tight in leg,'tight' <2> 'leg'
leg tight,'leg' <-> 'tight'
leg is tight,'leg' <2> 'tight'
leg is in tight,'leg' <3> 'tight'
leg is a little tight,'leg' <3> 'littl' <-> 'tight'
pains leg,'pain' <-> 'leg'
pains in my leg,'pain' <3> 'leg'
pains in leg,'pain' <2> 'leg'
leg pains,'leg' <-> 'pain'
leg is pains,'leg' <2> 'pain'
leg is in pains,'leg' <3> 'pain'
leg is a little pains,'leg' <3> 'littl' <-> 'pain'
injury leg,'injuri' <-> 'leg'
injury in my leg,'injuri' <3> 'leg'
injury in leg,'injuri' <2> 'leg'
leg injury,'leg' <-> 'injuri'
leg is injury,'leg' <2> 'injuri'
leg is in injury,'leg' <3> 'injuri'
leg is a little injury,'leg' <3> 'littl' <-> 'injuri'
numbness leg,'numb' <-> 'leg'
numbness in my leg,'numb' <3> 'leg'
numbness in leg,'numb' <2> 'leg'
leg numbness,'leg' <-> 'numb'
leg is numbness,'leg' <2> 'numb'
leg is in numbness,'leg' <3> 'numb'
leg is a little numbness,'leg' <3> 'littl' <-> 'numb'
pounding leg,'pound' <-> 'leg'
pounding in my leg,'pound' <3> 'leg'
pounding in leg,'pound' <2> 'leg'
leg pounding,'leg' <-> 'pound'
leg is pounding,'leg' <2> 'pound'
leg is in pounding,'leg' <3> 'pound'
leg is a little pounding,'leg' <3> 'littl' <-> 'pound'
laceration leg,'lacer' <-> 'leg'
laceration in my leg,'lacer' <3> 'leg'
laceration in leg,'lacer' <2> 'leg'
leg laceration,'leg' <-> 'lacer'
leg is laceration,'leg' <2> 'lacer'
leg is in laceration,'leg' <3> 'lacer'
leg is a little laceration,'leg' <3> 'littl' <-> 'lacer'
obstruction leg,'obstruct' <-> 'leg'
obstruction in my leg,'obstruct' <3> 'leg'
obstruction in leg,'obstruct' <2> 'leg'
leg obstruction,'leg' <-> 'obstruct'
leg is obstruction,'leg' <2> 'obstruct'
leg is in obstruction,'leg' <3> 'obstruct'
leg is a little obstruction,'leg' <3> 'littl' <-> 'obstruct'
swollen leg,'swollen' <-> 'leg'
swollen in my leg,'swollen' <3> 'leg'
swollen in leg,'swollen' <2> 'leg'
leg swollen,'leg' <-> 'swollen'
leg is swollen,'leg' <2> 'swollen'
leg is in swollen,'leg' <3> 'swollen'
leg is a little swollen,'leg' <3> 'littl' <-> 'swollen'
swelling leg,'swell' <-> 'leg'
swelling in my leg,'swell' <3> 'leg'
swelling in leg,'swell' <2> 'leg'
leg swelling,'leg' <-> 'swell'
leg is swelling,'leg' <2> 'swell'
leg is in swelling,'leg' <3> 'swell'
leg is a little swelling,'leg' <3> 'littl' <-> 'swell'
scratchy leg,'scratchi' <-> 'leg'
scratchy in my leg,'scratchi' <3> 'leg'
scratchy in leg,'scratchi' <2> 'leg'
leg scratchy,'leg' <-> 'scratchi'
leg is scratchy,'leg' <2> 'scratchi'
leg is in scratchy,'leg' <3> 'scratchi'
leg is a little scratchy,'leg' <3> 'littl' <-> 'scratchi'
erythema leg,'erythema' <-> 'leg'
erythema in my leg,'erythema' <3> 'leg'
erythema in leg,'erythema' <2> 'leg'
leg erythema,'leg' <-> 'erythema'
leg is erythema,'leg' <2> 'erythema'
leg is in erythema,'leg' <3> 'erythema'
leg is a little erythema,'leg' <3> 'littl' <-> 'erythema'
spasm leg,'spasm' <-> 'leg'
spasm in my leg,'spasm' <3> 'leg'
spasm in leg,'spasm' <2> 'leg'
leg spasm,'leg' <-> 'spasm'
leg is spasm,'leg' <2> 'spasm'
leg is in spasm,'leg' <3> 'spasm'
leg is a little spasm,'leg' <3> 'littl' <-> 'spasm'
prickling leg,'prickl' <-> 'leg'
prickling in my leg,'prickl' <3> 'leg'
prickling in leg,'prickl' <2> 'leg'
leg prickling,'leg' <-> 'prickl'
leg is prickling,'leg' <2> 'prickl'
leg is in prickling,'leg' <3> 'prickl'
leg is a little prickling,'leg' <3> 'littl' <-> 'prickl'
luxation leg,'luxat' <-> 'leg'
luxation in my leg,'luxat' <3> 'leg'
luxation in leg,'luxat' <2> 'leg'
leg luxation,'leg' <-> 'luxat'
leg is luxation,'leg' <2> 'luxat'
leg is in luxation,'leg' <3> 'luxat'
leg is a little luxation,'leg' <3> 'littl' <-> 'luxat'
soreness leg,'sore' <-> 'leg'
soreness in my leg,'sore' <3> 'leg'
soreness in leg,'sore' <2> 'leg'
leg soreness,'leg' <-> 'sore'
leg is soreness,'leg' <2> 'sore'
leg is in soreness,'leg' <3> 'sore'
leg is a little soreness,'leg' <3> 'littl' <-> 'sore'
nodule leg,'nodul' <-> 'leg'
nodule in my leg,'nodul' <3> 'leg'
nodule in leg,'nodul' <2> 'leg'
leg nodule,'leg' <-> 'nodul'
leg is nodule,'leg' <2> 'nodul'
leg is in nodule,'leg' <3> 'nodul'
leg is a little nodule,'leg' <3> 'littl' <-> 'nodul'
throbbing leg,'throb' <-> 'leg'
throbbing in my leg,'throb' <3> 'leg'
throbbing in leg,'throb' <2> 'leg'
leg throbbing,'leg' <-> 'throb'
leg is throbbing,'leg' <2> 'throb'
leg is in throbbing,'leg' <3> 'throb'
leg is a little throbbing,'leg' <3> 'littl' <-> 'throb'
contusion leg,'contus' <-> 'leg'
contusion in my leg,'contus' <3> 'leg'
contusion in leg,'contus' <2> 'leg'
leg contusion,'leg' <-> 'contus'
leg is contusion,'leg' <2> 'contus'
leg is in contusion,'leg' <3> 'contus'
leg is a little contusion,'leg' <3> 'littl' <-> 'contus'
pallor leg,'pallor' <-> 'leg'
pallor in my leg,'pallor' <3> 'leg'
pallor in leg,'pallor' <2> 'leg'
leg pallor,'leg' <-> 'pallor'
leg is pallor,'leg' <2> 'pallor'
leg is in pallor,'leg' <3> 'pallor'
leg is a little pallor,'leg' <3> 'littl' <-> 'pallor'
itchy leg,'itchi' <-> 'leg'
itchy in my leg,'itchi' <3> 'leg'
itchy in leg,'itchi' <2> 'leg'
leg itchy,'leg' <-> 'itchi'
leg is itchy,'leg' <2> 'itchi'
leg is in itchy,'leg' <3> 'itchi'
leg is a little itchy,'leg' <3> 'littl' <-> 'itchi'
leak leg,'leak' <-> 'leg'
leak in my leg,'leak' <3> 'leg'
leak in leg,'leak' <2> 'leg'
leg leak,'leg' <-> 'leak'
leg is leak,'leg' <2> 'leak'
leg is in leak,'leg' <3> 'leak'
leg is a little leak,'leg' <3> 'littl' <-> 'leak'
abrasion leg,'abras' <-> 'leg'
abrasion in my leg,'abras' <3> 'leg'
abrasion in leg,'abras' <2> 'leg'
leg abrasion,'leg' <-> 'abras'
leg is abrasion,'leg' <2> 'abras'
leg is in abrasion,'leg' <3> 'abras'
leg is a little abrasion,'leg' <3> 'littl' <-> 'abras'
tremor leg,'tremor' <-> 'leg'
tremor in my leg,'tremor' <3> 'leg'
tremor in leg,'tremor' <2> 'leg'
leg tremor,'leg' <-> 'tremor'
leg is tremor,'leg' <2> 'tremor'
leg is in tremor,'leg' <3> 'tremor'
leg is a little tremor,'leg' <3> 'littl' <-> 'tremor'
complication leg,'complic' <-> 'leg'
complication in my leg,'complic' <3> 'leg'
complication in leg,'complic' <2> 'leg'
leg complication,'leg' <-> 'complic'
leg is complication,'leg' <2> 'complic'
leg is in complication,'leg' <3> 'complic'
leg is a little complication,'leg' <3> 'littl' <-> 'complic'
irritation leg,'irrit' <-> 'leg'
irritation in my leg,'irrit' <3> 'leg'
irritation in leg,'irrit' <2> 'leg'
leg irritation,'leg' <-> 'irrit'
leg is irritation,'leg' <2> 'irrit'
leg is in irritation,'leg' <3> 'irrit'
leg is a little irritation,'leg' <3> 'littl' <-> 'irrit'
tender leg,'tender' <-> 'leg'
tender in my leg,'tender' <3> 'leg'
tender in leg,'tender' <2> 'leg'
leg tender,'leg' <-> 'tender'
leg is tender,'leg' <2> 'tender'
leg is in tender,'leg' <3> 'tender'
leg is a little tender,'leg' <3> 'littl' <-> 'tender'
papule leg,'papul' <-> 'leg'
papule in my leg,'papul' <3> 'leg'
papule in leg,'papul' <2> 'leg'
leg papule,'leg' <-> 'papul'
leg is papule,'leg' <2> 'papul'
leg is in papule,'leg' <3> 'papul'
leg is a little papule,'leg' <3> 'littl' <-> 'papul'
rupture leg,'ruptur' <-> 'leg'
rupture in my leg,'ruptur' <3> 'leg'
rupture in leg,'ruptur' <2> 'leg'
leg rupture,'leg' <-> 'ruptur'
leg is rupture,'leg' <2> 'ruptur'
leg is in rupture,'leg' <3> 'ruptur'
leg is a little rupture,'leg' <3> 'littl' <-> 'ruptur'
puffy leg,'puffi' <-> 'leg'
puffy in my leg,'puffi' <3> 'leg'
puffy in leg,'puffi' <2> 'leg'
leg puffy,'leg' <-> 'puffi'
leg is puffy,'leg' <2> 'puffi'
leg is in puffy,'leg' <3> 'puffi'
leg is a little puffy,'leg' <3> 'littl' <-> 'puffi'
issues pupil,'issu' <-> 'pupil'
issues in my pupil,'issu' <3> 'pupil'
issues in pupil,'issu' <2> 'pupil'
pupil issues,'pupil' <-> 'issu'
pupil is issues,'pupil' <2> 'issu'
pupil is in issues,'pupil' <3> 'issu'
pupil is a little issues,'pupil' <3> 'littl' <-> 'issu'
puffing pupil,'puf' <-> 'pupil'
puffing in my pupil,'puf' <3> 'pupil'
puffing in pupil,'puf' <2> 'pupil'
pupil puffing,'pupil' <-> 'puf'
pupil is puffing,'pupil' <2> 'puf'
pupil is in puffing,'pupil' <3> 'puf'
pupil is a little puffing,'pupil' <3> 'littl' <-> 'puf'
inflamed pupil,'inflam' <-> 'pupil'
inflamed in my pupil,'inflam' <3> 'pupil'
inflamed in pupil,'inflam' <2> 'pupil'
pupil inflamed,'pupil' <-> 'inflam'
pupil is inflamed,'pupil' <2> 'inflam'
pupil is in inflamed,'pupil' <3> 'inflam'
pupil is a little inflamed,'pupil' <3> 'littl' <-> 'inflam'
hurts pupil,'hurt' <-> 'pupil'
hurts in my pupil,'hurt' <3> 'pupil'
hurts in pupil,'hurt' <2> 'pupil'
pupil hurts,'pupil' <-> 'hurt'
pupil is hurts,'pupil' <2> 'hurt'
pupil is in hurts,'pupil' <3> 'hurt'
pupil is a little hurts,'pupil' <3> 'littl' <-> 'hurt'
cramps pupil,'cramp' <-> 'pupil'
cramps in my pupil,'cramp' <3> 'pupil'
cramps in pupil,'cramp' <2> 'pupil'
pupil cramps,'pupil' <-> 'cramp'
pupil is cramps,'pupil' <2> 'cramp'
pupil is in cramps,'pupil' <3> 'cramp'
pupil is a little cramps,'pupil' <3> 'littl' <-> 'cramp'
shaking pupil,'shake' <-> 'pupil'
shaking in my pupil,'shake' <3> 'pupil'
shaking in pupil,'shake' <2> 'pupil'
pupil shaking,'pupil' <-> 'shake'
pupil is shaking,'pupil' <2> 'shake'
pupil is in shaking,'pupil' <3> 'shake'
pupil is a little shaking,'pupil' <3> 'littl' <-> 'shake'
hypersensitivity pupil,'hypersensit' <-> 'pupil'
hypersensitivity in my pupil,'hypersensit' <3> 'pupil'
hypersensitivity in pupil,'hypersensit' <2> 'pupil'
pupil hypersensitivity,'pupil' <-> 'hypersensit'
pupil is hypersensitivity,'pupil' <2> 'hypersensit'
pupil is in hypersensitivity,'pupil' <3> 'hypersensit'
pupil is a little hypersensitivity,'pupil' <3> 'littl' <-> 'hypersensit'
trauma pupil,'trauma' <-> 'pupil'
trauma in my pupil,'trauma' <3> 'pupil'
trauma in pupil,'trauma' <2> 'pupil'
pupil trauma,'pupil' <-> 'trauma'
pupil is trauma,'pupil' <2> 'trauma'
pupil is in trauma,'pupil' <3> 'trauma'
pupil is a little trauma,'pupil' <3> 'littl' <-> 'trauma'
inflammation pupil,'inflamm' <-> 'pupil'
inflammation in my pupil,'inflamm' <3> 'pupil'
inflammation in pupil,'inflamm' <2> 'pupil'
pupil inflammation,'pupil' <-> 'inflamm'
pupil is inflammation,'pupil' <2> 'inflamm'
pupil is in inflammation,'pupil' <3> 'inflamm'
pupil is a little inflammation,'pupil' <3> 'littl' <-> 'inflamm'
avulsion pupil,'avuls' <-> 'pupil'
avulsion in my pupil,'avuls' <3> 'pupil'
avulsion in pupil,'avuls' <2> 'pupil'
pupil avulsion,'pupil' <-> 'avuls'
pupil is avulsion,'pupil' <2> 'avuls'
pupil is in avulsion,'pupil' <3> 'avuls'
pupil is a little avulsion,'pupil' <3> 'littl' <-> 'avuls'
plaque pupil,'plaqu' <-> 'pupil'
plaque in my pupil,'plaqu' <3> 'pupil'
plaque in pupil,'plaqu' <2> 'pupil'
pupil plaque,'pupil' <-> 'plaqu'
pupil is plaque,'pupil' <2> 'plaqu'
pupil is in plaque,'pupil' <3> 'plaqu'
pupil is a little plaque,'pupil' <3> 'littl' <-> 'plaqu'
tingling pupil,'tingl' <-> 'pupil'
tingling in my pupil,'tingl' <3> 'pupil'
tingling in pupil,'tingl' <2> 'pupil'
pupil tingling,'pupil' <-> 'tingl'
pupil is tingling,'pupil' <2> 'tingl'
pupil is in tingling,'pupil' <3> 'tingl'
pupil is a little tingling,'pupil' <3> 'littl' <-> 'tingl'
discomfort pupil,'discomfort' <-> 'pupil'
discomfort in my pupil,'discomfort' <3> 'pupil'
discomfort in pupil,'discomfort' <2> 'pupil'
pupil discomfort,'pupil' <-> 'discomfort'
pupil is discomfort,'pupil' <2> 'discomfort'
pupil is in discomfort,'pupil' <3> 'discomfort'
pupil is a little discomfort,'pupil' <3> 'littl' <-> 'discomfort'
oedema pupil,'oedema' <-> 'pupil'
oedema in my pupil,'oedema' <3> 'pupil'
oedema in pupil,'oedema' <2> 'pupil'
pupil oedema,'pupil' <-> 'oedema'
pupil is oedema,'pupil' <2> 'oedema'
pupil is in oedema,'pupil' <3> 'oedema'
pupil is a little oedema,'pupil' <3> 'littl' <-> 'oedema'
burning pupil,'burn' <-> 'pupil'
burning in my pupil,'burn' <3> 'pupil'
burning in pupil,'burn' <2> 'pupil'
pupil burning,'pupil' <-> 'burn'
pupil is burning,'pupil' <2> 'burn'
pupil is in burning,'pupil' <3> 'burn'
pupil is a little burning,'pupil' <3> 'littl' <-> 'burn'
macule pupil,'macul' <-> 'pupil'
macule in my pupil,'macul' <3> 'pupil'
macule in pupil,'macul' <2> 'pupil'
pupil macule,'pupil' <-> 'macul'
pupil is macule,'pupil' <2> 'macul'
pupil is in macule,'pupil' <3> 'macul'
pupil is a little macule,'pupil' <3> 'littl' <-> 'macul'
tight pupil,'tight' <-> 'pupil'
tight in my pupil,'tight' <3> 'pupil'
tight in pupil,'tight' <2> 'pupil'
pupil tight,'pupil' <-> 'tight'
pupil is tight,'pupil' <2> 'tight'
pupil is in tight,'pupil' <3> 'tight'
pupil is a little tight,'pupil' <3> 'littl' <-> 'tight'
pains pupil,'pain' <-> 'pupil'
pains in my pupil,'pain' <3> 'pupil'
pains in pupil,'pain' <2> 'pupil'
pupil pains,'pupil' <-> 'pain'
pupil is pains,'pupil' <2> 'pain'
pupil is in pains,'pupil' <3> 'pain'
pupil is a little pains,'pupil' <3> 'littl' <-> 'pain'
injury pupil,'injuri' <-> 'pupil'
injury in my pupil,'injuri' <3> 'pupil'
injury in pupil,'injuri' <2> 'pupil'
pupil injury,'pupil' <-> 'injuri'
pupil is injury,'pupil' <2> 'injuri'
pupil is in injury,'pupil' <3> 'injuri'
pupil is a little injury,'pupil' <3> 'littl' <-> 'injuri'
numbness pupil,'numb' <-> 'pupil'
numbness in my pupil,'numb' <3> 'pupil'
numbness in pupil,'numb' <2> 'pupil'
pupil numbness,'pupil' <-> 'numb'
pupil is numbness,'pupil' <2> 'numb'
pupil is in numbness,'pupil' <3> 'numb'
pupil is a little numbness,'pupil' <3> 'littl' <-> 'numb'
pounding pupil,'pound' <-> 'pupil'
pounding in my pupil,'pound' <3> 'pupil'
pounding in pupil,'pound' <2> 'pupil'
pupil pounding,'pupil' <-> 'pound'
pupil is pounding,'pupil' <2> 'pound'
pupil is in pounding,'pupil' <3> 'pound'
pupil is a little pounding,'pupil' <3> 'littl' <-> 'pound'
laceration pupil,'lacer' <-> 'pupil'
laceration in my pupil,'lacer' <3> 'pupil'
laceration in pupil,'lacer' <2> 'pupil'
pupil laceration,'pupil' <-> 'lacer'
pupil is laceration,'pupil' <2> 'lacer'
pupil is in laceration,'pupil' <3> 'lacer'
pupil is a little laceration,'pupil' <3> 'littl' <-> 'lacer'
obstruction pupil,'obstruct' <-> 'pupil'
obstruction in my pupil,'obstruct' <3> 'pupil'
obstruction in pupil,'obstruct' <2> 'pupil'
pupil obstruction,'pupil' <-> 'obstruct'
pupil is obstruction,'pupil' <2> 'obstruct'
pupil is in obstruction,'pupil' <3> 'obstruct'
pupil is a little obstruction,'pupil' <3> 'littl' <-> 'obstruct'
swollen pupil,'swollen' <-> 'pupil'
swollen in my pupil,'swollen' <3> 'pupil'
swollen in pupil,'swollen' <2> 'pupil'
pupil swollen,'pupil' <-> 'swollen'
pupil is swollen,'pupil' <2> 'swollen'
pupil is in swollen,'pupil' <3> 'swollen'
pupil is a little swollen,'pupil' <3> 'littl' <-> 'swollen'
swelling pupil,'swell' <-> 'pupil'
swelling in my pupil,'swell' <3> 'pupil'
swelling in pupil,'swell' <2> 'pupil'
pupil swelling,'pupil' <-> 'swell'
pupil is swelling,'pupil' <2> 'swell'
pupil is in swelling,'pupil' <3> 'swell'
pupil is a little swelling,'pupil' <3> 'littl' <-> 'swell'
scratchy pupil,'scratchi' <-> 'pupil'
scratchy in my pupil,'scratchi' <3> 'pupil'
scratchy in pupil,'scratchi' <2> 'pupil'
pupil scratchy,'pupil' <-> 'scratchi'
pupil is scratchy,'pupil' <2> 'scratchi'
pupil is in scratchy,'pupil' <3> 'scratchi'
pupil is a little scratchy,'pupil' <3> 'littl' <-> 'scratchi'
erythema pupil,'erythema' <-> 'pupil'
erythema in my pupil,'erythema' <3> 'pupil'
erythema in pupil,'erythema' <2> 'pupil'
pupil erythema,'pupil' <-> 'erythema'
pupil is erythema,'pupil' <2> 'erythema'
pupil is in erythema,'pupil' <3> 'erythema'
pupil is a little erythema,'pupil' <3> 'littl' <-> 'erythema'
spasm pupil,'spasm' <-> 'pupil'
spasm in my pupil,'spasm' <3> 'pupil'
spasm in pupil,'spasm' <2> 'pupil'
pupil spasm,'pupil' <-> 'spasm'
pupil is spasm,'pupil' <2> 'spasm'
pupil is in spasm,'pupil' <3> 'spasm'
pupil is a little spasm,'pupil' <3> 'littl' <-> 'spasm'
prickling pupil,'prickl' <-> 'pupil'
prickling in my pupil,'prickl' <3> 'pupil'
prickling in pupil,'prickl' <2> 'pupil'
pupil prickling,'pupil' <-> 'prickl'
pupil is prickling,'pupil' <2> 'prickl'
pupil is in prickling,'pupil' <3> 'prickl'
pupil is a little prickling,'pupil' <3> 'littl' <-> 'prickl'
luxation pupil,'luxat' <-> 'pupil'
luxation in my pupil,'luxat' <3> 'pupil'
luxation in pupil,'luxat' <2> 'pupil'
pupil luxation,'pupil' <-> 'luxat'
pupil is luxation,'pupil' <2> 'luxat'
pupil is in luxation,'pupil' <3> 'luxat'
pupil is a little luxation,'pupil' <3> 'littl' <-> 'luxat'
soreness pupil,'sore' <-> 'pupil'
soreness in my pupil,'sore' <3> 'pupil'
soreness in pupil,'sore' <2> 'pupil'
pupil soreness,'pupil' <-> 'sore'
pupil is soreness,'pupil' <2> 'sore'
pupil is in soreness,'pupil' <3> 'sore'
pupil is a little soreness,'pupil' <3> 'littl' <-> 'sore'
nodule pupil,'nodul' <-> 'pupil'
nodule in my pupil,'nodul' <3> 'pupil'
nodule in pupil,'nodul' <2> 'pupil'
pupil nodule,'pupil' <-> 'nodul'
pupil is nodule,'pupil' <2> 'nodul'
pupil is in nodule,'pupil' <3> 'nodul'
pupil is a little nodule,'pupil' <3> 'littl' <-> 'nodul'
throbbing pupil,'throb' <-> 'pupil'
throbbing in my pupil,'throb' <3> 'pupil'
throbbing in pupil,'throb' <2> 'pupil'
pupil throbbing,'pupil' <-> 'throb'
pupil is throbbing,'pupil' <2> 'throb'
pupil is in throbbing,'pupil' <3> 'throb'
pupil is a little throbbing,'pupil' <3> 'littl' <-> 'throb'
contusion pupil,'contus' <-> 'pupil'
contusion in my pupil,'contus' <3> 'pupil'
contusion in pupil,'contus' <2> 'pupil'
pupil contusion,'pupil' <-> 'contus'
pupil is contusion,'pupil' <2> 'contus'
pupil is in contusion,'pupil' <3> 'contus'
pupil is a little contusion,'pupil' <3> 'littl' <-> 'contus'
pallor pupil,'pallor' <-> 'pupil'
pallor in my pupil,'pallor' <3> 'pupil'
pallor in pupil,'pallor' <2> 'pupil'
pupil pallor,'pupil' <-> 'pallor'
pupil is pallor,'pupil' <2> 'pallor'
pupil is in pallor,'pupil' <3> 'pallor'
pupil is a little pallor,'pupil' <3> 'littl' <-> 'pallor'
itchy pupil,'itchi' <-> 'pupil'
itchy in my pupil,'itchi' <3> 'pupil'
itchy in pupil,'itchi' <2> 'pupil'
pupil itchy,'pupil' <-> 'itchi'
pupil is itchy,'pupil' <2> 'itchi'
pupil is in itchy,'pupil' <3> 'itchi'
pupil is a little itchy,'pupil' <3> 'littl' <-> 'itchi'
leak pupil,'leak' <-> 'pupil'
leak in my pupil,'leak' <3> 'pupil'
leak in pupil,'leak' <2> 'pupil'
